service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
every_day,1,1,1,1,1,1,1,2000-01-01,2030-01-01
not_monday,0,1,1,1,1,1,1,2000-01-01,2030-01-01
not_tuesday,1,0,1,1,1,1,1,2000-01-01,2030-01-01
not_wednesday,1,1,0,1,1,1,1,2000-01-01,2030-01-01
not_thursday,1,1,1,0,1,1,1,2000-01-01,2030-01-01
not_friday,1,1,1,1,0,1,1,2000-01-01,2030-01-01
not_saturday,1,1,1,1,1,0,1,2000-01-01,2030-01-01
not_sunday,1,1,1,1,1,1,0,2000-01-01,2030-01-01
